,lr,ag,lc,dt,cr,rg,rc,tg,tc,cc,wd,ld,fd,dw,py,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,dc,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv,predictA
1528,L3,6,A,1200,B,a4,r12,g5,t18,1,11,-14,54.0,7,0,0,0.0,0,0,8,9,0,1,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,ss,245,-5.5,-4.25,0.5,6.0,4.75,1.53,1,23.67,48.18,22.56,47.07,0.0,117,3.0,E
1529,L1,6,A,1200,B,a4,r12,g5,t18,0,11,-4,54.0,7,0,0,0.0,0,0,0,7,0,1,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,dd,70,-6.25,-4.5,-11.0,-4.75,-6.5,-2.51,6,24.25,45.78,23.92,45.45,0.0,117,49.0,B
1530,L3,5,A,1200,B,g2,r16,g3,t10,0,-3,-7,8.5,10,0,0,0.0,-1,-4,-4,3,0,1,0.0,22.1,0.0,0.0,0.0,False,True,False,False,False,dd,105,-0.75,-2.5,-5.25,-4.5,-2.75,-2.66,9,24.8,46.76,24.41,46.37,47.5,116,56.0,B
1531,L2,5,A,1200,B,g2,r16,g3,t10,0,-3,-5,8.5,10,0,0,0.0,0,1,1,3,0,1,0.0,22.1,0.0,0.0,0.0,False,True,False,False,False,gz,91,-1.0,-2.25,-1.5,-0.5,0.75,-1.76,5,23.49,44.77,22.89,44.17,10.5,116,19.0,A
1532,L1,5,A,1200,B,g2,r16,g3,t10,0,-3,-6,8.5,10,0,0,0.0,-1,2,2,5,0,1,0.0,22.1,0.0,0.0,0.0,False,True,False,False,False,gz,63,-1.25,-2.0,-4.0,-2.75,-2.0,-1.76,4,22.92,44.35,23.01,44.44,0.0,116,9.2,A
1533,L2,4,A,1200,B,a1,r1,g2,t8,1,-3,-4,26.0,9,0,0,0.0,-1,1,1,1,0,4,0.0,22.4,0.0,0.0,0.0,False,True,False,False,False,dd,80,0.25,-0.06,1.0,-0.75,1.06,-0.17,6,22.64,45.26,22.67,45.29,0.0,116,8.1,B
1534,L1,4,A,1200,B,a1,r1,g2,t8,0,-3,-1,26.0,9,0,0,0.0,0,-9,-9,3,0,4,0.0,22.4,0.0,0.0,0.0,False,True,False,False,False,dd,59,-0.5,-1.0,-5.75,-5.25,-4.75,-0.89,13,23.47,46.17,23.56,46.26,30.0,116,56.0,B
1535,L3,4,A,1200,B,a1,r1,g2,t8,1,-3,-15,26.0,9,0,0,0.0,0,-8,-8,3,0,4,0.0,22.4,0.0,0.0,0.0,False,True,False,False,False,tc,133,-0.5,-2.0,-11.5,-11.0,-9.5,-3.13,11,25.92,48.53,25.29,47.9,0.0,116,7.3,B
1536,L2,5,A,1200,B,a2,r7,g4,t17,1,-11,-20,45.0,12,1,0,0.0,-1,2,2,3,3,0,22.9,0.0,0.0,23.0,0.0,True,False,False,True,False,tc,168,-1.5,-1.5,-0.12,1.38,1.38,-0.92,5,23.05,45.9,23.17,46.02,0.0,113,2.1,C
1537,L3,5,A,1200,B,a2,r7,g4,t17,1,-11,-18,45.0,12,1,0,0.0,-2,1,1,3,3,0,22.9,0.0,0.0,23.0,0.0,True,False,False,True,False,tc,189,-0.75,-1.25,-0.5,0.25,0.75,-0.58,4,22.87,46.12,23.29,46.54,0.0,113,2.7,C
1538,L1,5,A,1200,B,a2,r7,g4,t17,1,-11,-20,45.0,12,1,0,0.0,-1,2,2,9,3,0,22.9,0.0,0.0,23.0,0.0,True,False,False,True,False,gz,140,-3.0,-4.75,-5.5,-2.5,-0.75,-1.05,7,22.26,44.4,22.59,44.73,0.0,113,8.7,C
1539,L1,7,B,1200,A,g1,r14,g2,t8,0,5,6,5.6,11,0,10,22.8,-1,1,7,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,56,-6.5,-4.25,-0.01,6.49,4.24,0.05,1,23.29,46.3,23.14,46.15,0.0,133,5.4,E
1540,L2,7,B,1200,A,g1,r14,g2,t8,0,5,12,5.6,11,0,10,22.8,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,67,-1.25,-4.0,-5.0,-3.75,-1.0,-1.37,7,24.69,47.5,24.54,47.35,0.0,133,3.7,E
1541,L3,7,B,1200,A,g1,r14,g2,t8,-1,5,19,5.6,11,0,10,22.8,1,3,3,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,77,-4.0,-4.0,-5.25,-1.25,-1.25,-0.07,4,22.84,45.34,23.14,45.64,4.4,133,10.0,D
1542,L2,7,B,1200,A,a1,r2,g3,t13,-1,-12,2,6.2,12,1,6,22.9,-1,-3,-3,9,0,2,0.0,22.5,0.0,0.0,0.0,False,True,False,False,False,tc,105,-3.5,-4.75,-7.0,-3.5,-2.25,-1.54,11,23.46,45.92,24.06,46.52,85.8,123,92.0,C
1543,L3,7,B,1200,A,a1,r2,g3,t13,-1,-12,7,6.2,12,1,6,22.9,-1,-8,-8,1,0,2,0.0,22.5,0.0,0.0,0.0,False,True,False,False,False,dd,123,0.06,-1.0,-7.5,-7.56,-6.5,-1.82,12,23.85,46.6,24.78,47.53,11.8,123,18.0,E
1544,L1,7,B,1200,A,a1,r2,g3,t13,-1,-12,10,6.2,12,1,6,22.9,-3,-5,-5,5,0,2,0.0,22.5,0.0,0.0,0.0,False,True,False,False,False,dd,60,-1.0,-2.5,-5.5,-4.5,-3.0,-2.21,12,24.76,47.37,25.12,47.73,35.8,123,42.0,E
1545,L2,4,B,1200,A,g1,r13,g3,t13,-1,22,19,13.0,2,0,0,0.0,2,0,0,11,6,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,67,-7.75,-7.25,-10.75,-3.0,-3.5,-2.34,9,26.48,48.91,25.34,47.77,74.0,132,87.0,C
1546,L3,4,B,1200,A,g1,r13,g3,t13,-1,22,9,13.0,2,0,0,0.0,-2,-1,-2,9,6,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,ss,105,-4.5,-5.25,-8.25,-3.75,-3.0,-0.24,12,24.94,48.35,23.92,47.33,161.0,132,174.0,C
1547,L1,4,B,1200,A,g1,r13,g3,t13,-1,22,17,13.0,2,0,0,0.0,1,-7,-7,5,6,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,56,-2.5,-1.25,-10.25,-7.75,-9.0,-1.66,12,25.3,47.77,24.64,47.11,273.0,132,286.0,C
1548,L3,6,B,1200,A,g4,r30,g4,t14,-1,-2,15,15.0,13,1,6,23.5,0,-2,-2,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,91,-4.75,-5.75,-6.5,-1.75,-0.75,-1.7,7,24.37,46.74,24.52,46.89,14.0,129,29.0,A
1549,L2,6,B,1200,A,g4,r30,g4,t14,-1,-2,16,15.0,13,1,6,23.5,-1,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,77,-4.75,-3.5,-4.25,0.5,-0.75,-0.5,8,22.92,45.34,23.4,45.82,26.0,129,41.0,E
1550,L1,6,B,1200,A,g4,r30,g4,t14,0,-2,0,15.0,13,1,6,23.5,-2,3,5,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,56,-8.75,-4.75,-3.0,5.75,1.75,-0.62,3,23.29,46.02,23.35,46.08,0.0,129,10.0,A
1551,L3,4,B,1200,A,g2,r17,g3,t12,0,33,-3,6.6,4,1,0,0.0,1,-7,-7,3,3,0,22.7,0.0,0.0,0.0,0.0,True,False,False,False,False,gz,186,-0.75,-1.25,-3.75,-3.0,-2.5,-2.05,10,24.04,45.82,23.74,45.52,0.0,126,6.1,B
1552,L1,4,B,1200,A,g2,r17,g3,t12,0,33,-3,6.6,4,1,0,0.0,-1,-1,-1,9,3,0,22.7,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,137,-4.0,-5.0,-8.5,-4.5,-3.5,-0.91,10,24.82,47.83,23.83,46.84,0.0,126,9.6,B
1553,L2,4,B,1200,A,g2,r17,g3,t12,0,33,-5,6.6,4,1,0,0.0,0,-7,-7,1,3,0,22.7,0.0,0.0,0.0,0.0,True,False,False,False,False,tz,147,0.06,0.75,-5.25,-5.31,-6.0,-3.02,11,24.76,45.9,24.01,45.15,0.0,126,6.4,B
1554,L3,6,B,1200,A,a2,r4,g5,t22,0,-9,-8,80.0,7,1,0,0.0,0,1,1,7,9,0,22.8,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,200,-3.25,-5.25,-5.75,-2.5,-0.5,-1.55,7,22.87,45.42,23.86,46.41,0.0,124,5.6,A
1555,L1,6,B,1200,A,a2,r4,g5,t22,0,-9,-6,80.0,7,1,0,0.0,1,4,4,9,9,0,22.8,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,126,-3.75,-6.0,-3.75,0.0,2.25,-1.0,4,23.11,45.67,23.38,45.94,0.0,124,4.7,A
1556,L2,6,B,1200,A,a2,r4,g5,t22,0,-9,-6,80.0,7,1,0,0.0,-2,-1,-8,3,9,0,22.8,0.0,0.0,0.0,0.0,True,False,False,False,False,ss,161,-1.0,-1.0,-9.75,-8.75,-8.75,-0.99,12,24.21,48.42,25.02,49.23,0.0,124,39.0,C
1557,L2,6,B,1200,A,g1,r15,g2,t5,0,3,1,9.1,5,1,0,0.0,1,3,3,9,0,7,0.0,22.5,0.0,0.0,0.0,False,True,False,False,False,tc,91,-5.25,-6.25,-3.5,1.75,2.75,-1.74,2,24.22,46.7,24.25,46.73,0.0,122,9.7,B
1558,L3,6,B,1200,A,g1,r15,g2,t5,0,3,-2,9.1,5,1,0,0.0,-1,1,1,7,0,7,0.0,22.5,0.0,0.0,0.0,False,True,False,False,False,dd,116,-2.75,-3.5,-3.5,-0.75,0.0,-0.21,6,23.58,46.8,23.37,46.59,0.0,122,5.4,B
1559,L1,6,B,1200,A,g1,r15,g2,t5,0,3,3,9.1,5,1,0,0.0,-1,2,2,3,0,7,0.0,22.5,0.0,0.0,0.0,False,True,False,False,False,dd,60,-1.0,-1.5,-0.12,0.88,1.38,-0.4,3,23.76,46.94,23.67,46.85,0.0,122,4.6,B
1560,L1,7,B,1200,A,g2,r16,g4,t16,0,0,-4,22.0,9,0,0,0.0,0,0,-1,5,0,4,0.0,22.5,0.0,0.0,0.0,False,True,False,False,False,ss,67,-3.5,-3.0,-3.75,-0.25,-0.75,-0.66,6,23.92,47.3,23.92,47.3,0.0,122,14.0,E
1561,L2,7,B,1200,A,g2,r16,g4,t16,0,0,-6,22.0,9,0,0,0.0,-1,-3,-3,5,0,4,0.0,22.5,0.0,0.0,0.0,False,True,False,False,False,dd,137,-2.0,-2.25,-3.75,-1.75,-1.5,-0.71,9,23.0,45.89,23.42,46.31,0.0,122,16.0,C
1562,L3,7,B,1200,A,g2,r16,g4,t16,0,0,-6,22.0,9,0,0,0.0,1,1,1,9,0,4,0.0,22.5,0.0,0.0,0.0,False,True,False,False,False,dd,200,-4.25,-5.5,-5.75,-1.5,-0.25,-1.64,6,23.32,45.75,23.89,46.32,0.0,122,10.0,A
1563,L2,5,B,1200,A,g3,r24,g1,t2,0,13,-4,8.4,6,1,0,0.0,-1,-1,-8,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gs,88,-1.5,-1.75,-9.75,-8.25,-8.0,-0.75,12,26.33,51.16,25.46,50.29,5.6,120,14.0,C
1564,L3,5,B,1200,A,g3,r24,g1,t2,0,13,-5,8.4,6,1,0,0.0,0,0,-3,1,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,98,0.75,1.0,-2.75,-3.5,-3.75,-0.16,7,23.98,47.41,23.44,46.87,26.6,120,35.0,C
1565,L1,5,B,1200,A,g3,r24,g1,t2,0,13,1,8.4,6,1,0,0.0,-1,0,-2,1,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,56,-0.5,-0.25,-1.25,-0.75,-1.0,-0.47,8,24.22,47.55,23.83,47.16,14.6,120,23.0,C
1566,L2,4,B,1200,A,a2,r7,g5,t19,-1,-22,5,180.0,3,0,0,0.0,0,0,0,11,0,4,0.0,22.1,0.0,0.0,0.0,False,True,False,False,False,tz,98,-5.5,-7.0,-15.25,-9.75,-8.25,-2.57,12,23.13,43.96,23.55,44.38,373.0,119,553.0,D
1567,L3,4,B,1200,A,a2,r7,g5,t19,-1,-22,-1,180.0,3,0,0,0.0,-1,-3,-3,7,0,4,0.0,22.1,0.0,0.0,0.0,False,True,False,False,False,dd,123,-4.5,-5.75,-13.5,-9.0,-7.75,-2.54,10,24.56,47.3,25.25,47.99,242.0,119,422.0,C
1568,L1,4,B,1200,A,a2,r7,g5,t19,0,-22,-8,180.0,3,0,0,0.0,0,-6,0,7,0,4,0.0,22.1,0.0,0.0,0.0,False,True,False,False,False,gs,60,-3.75,-6.5,-21.25,-17.5,-14.75,-1.26,11,25.36,50.36,26.02,51.02,-36.0,119,144.0,B
1569,L1,6,B,1200,A,a3,r5,g1,t23,0,10,-3,4.2,8,1,0,0.0,2,5,5,11,2,0,23.0,0.0,0.0,0.0,0.0,True,False,False,False,False,tz,77,-4.75,-6.0,-6.5,-1.75,-0.5,-2.41,2,22.85,43.08,22.55,42.78,0.0,119,7.2,D
1570,L2,6,B,1200,A,a3,r5,g1,t23,0,10,-3,4.2,8,1,0,0.0,1,2,2,5,2,0,23.0,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,91,-4.5,-4.5,-2.0,2.5,2.5,-1.94,3,24.86,47.18,24.17,46.49,7.8,119,12.0,D
1571,L3,6,B,1200,A,a3,r5,g1,t23,0,10,-9,4.2,8,1,0,0.0,0,3,3,11,2,0,23.0,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,126,-4.5,-8.5,-6.25,-1.75,2.25,-0.7,3,23.57,46.41,23.27,46.11,0.0,119,8.9,D
1572,L3,6,B,1200,A,a4,r9,g3,t13,0,26,-10,21.0,1,0,0,0.0,0,-2,-2,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,116,-4.0,-3.75,-7.25,-3.25,-3.5,-1.86,9,24.78,47.55,24.33,47.1,0.0,109,9.4,A
1573,L2,6,B,1200,A,a4,r9,g3,t13,0,26,-1,21.0,1,0,0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tz,77,-0.5,-1.0,-5.0,-4.5,-4.0,-3.13,11,23.78,43.89,23.21,43.32,0.0,109,10.0,B
1574,L1,6,B,1200,A,a4,r9,g3,t13,0,26,-2,21.0,1,0,0,0.0,-1,2,2,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gz,53,-3.0,-4.75,-2.0,1.0,2.75,-0.88,5,23.36,45.12,22.58,44.34,0.0,109,25.0,A
1575,L3,4,B,1200,A,a4,r3,g5,t21,0,15,-16,130.0,10,1,0,0.0,-1,-10,-10,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,223,-1.0,-2.0,-8.5,-7.5,-6.5,-2.16,14,24.57,47.04,24.15,46.62,36.0,111,166.0,E
1576,L2,4,B,1200,A,a4,r3,g5,t21,0,15,-15,130.0,10,1,0,0.0,0,-5,-5,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,200,-3.0,-5.0,-7.25,-4.25,-2.25,-1.86,10,24.41,46.96,23.96,46.51,0.0,111,56.0,E
1577,L1,4,B,1200,A,a4,r3,g5,t21,0,15,-8,130.0,10,1,0,0.0,-1,-3,-7,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gs,165,-0.5,-4.25,-19.75,-19.25,-15.5,-1.56,12,26.91,52.05,26.46,51.6,0.0,111,69.0,E
1578,L3,5,B,1200,A,g2,r17,g3,t12,-1,-6,18,17.0,7,0,0,0.0,1,2,2,5,10,0,22.2,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,98,-2.5,-2.75,-0.75,1.75,2.0,-0.13,2,23.04,45.5,23.13,45.59,0.0,133,5.8,A
1579,L1,5,B,1200,A,g2,r17,g3,t12,-1,-6,17,17.0,7,0,0,0.0,0,3,-1,5,10,0,22.2,0.0,0.0,0.0,0.0,True,False,False,False,False,ss,63,-3.5,-2.75,-1.75,1.75,1.0,-0.58,5,23.88,46.85,24.06,47.03,0.0,133,4.2,A
1580,L2,5,B,1200,A,g2,r17,g3,t12,-1,-6,18,17.0,7,0,0,0.0,-2,4,4,9,10,0,22.2,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,77,-4.75,-5.25,-3.5,1.25,1.75,-0.16,7,23.03,45.45,23.12,45.54,0.0,133,12.0,A
1581,L2,9,B,1200,A,a1,r1,g2,t5,0,7,11,6.2,2,0,0,0.0,0,7,7,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,95,-5.5,-5.25,0.01,5.51,5.26,0.02,2,23.57,46.32,23.06,45.81,5.8,130,12.0,A
1582,L3,9,B,1200,A,a1,r1,g2,t5,0,7,7,6.2,2,0,0,0.0,-2,0,5,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,112,-7.25,-6.0,-3.5,3.75,2.5,0.69,2,22.71,45.6,22.41,45.3,9.8,130,16.0,A
1583,L1,9,B,1200,A,a1,r1,g2,t5,0,7,6,6.2,2,0,0,0.0,0,6,6,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,71,-3.25,-2.75,0.75,4.0,3.5,-0.07,3,22.58,44.7,22.37,44.49,0.0,130,4.4,A
1584,L3,4,B,1200,A,g3,r24,g4,t16,0,0,0,119.0,5,0,0,0.0,0,0,0,5,4,0,22.8,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,C
1585,L2,4,B,1200,A,g3,r24,g4,t16,0,0,0,119.0,5,0,0,0.0,0,0,0,5,4,0,22.8,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,C
1586,L1,4,B,1200,A,g3,r24,g4,t16,0,0,0,119.0,5,0,0,0.0,0,0,0,5,4,0,22.8,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,C
1587,L2,4,B,1200,A,g1,r13,g5,t19,0,11,0,4.5,4,0,8,23.7,0,0,0,5,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,124,0.0,E
1588,L1,4,B,1200,A,g1,r13,g5,t19,0,11,-1,4.5,4,0,8,23.7,0,6,6,11,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,tc,71,-9.25,-6.0,-6.75,2.5,-0.75,-1.07,4,23.05,44.73,22.72,44.4,8.5,124,13.0,B
1589,L3,4,B,1200,A,g1,r13,g5,t19,0,11,0,4.5,4,0,8,23.7,0,0,0,5,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,124,0.0,E
1590,L3,4,B,1200,A,g4,r29,g2,t7,0,15,-4,17.0,3,0,0,0.0,0,-1,-1,3,0,0,0.0,0.0,24.0,0.0,0.0,False,False,True,False,False,tc,147,-1.25,-1.0,-1.5,-0.25,-0.5,-1.73,6,24.07,46.2,23.74,45.87,0.0,124,1.5,A
1591,L2,4,B,1200,A,g4,r29,g2,t7,0,15,-2,17.0,3,0,0,0.0,-1,-5,-5,7,0,0,0.0,0.0,24.0,0.0,0.0,False,False,True,False,False,dd,130,-2.0,-5.0,-26.25,-24.25,-21.25,-4.76,12,28.3,51.15,27.55,50.4,0.0,124,5.6,A
1592,L1,4,B,1200,A,g4,r29,g2,t7,0,15,-2,17.0,3,0,0,0.0,-3,-5,-5,7,0,0,0.0,0.0,24.0,0.0,0.0,False,False,True,False,False,tz,112,-2.25,-3.75,-10.5,-8.25,-6.75,-2.79,13,24.0,44.82,23.55,44.37,0.0,124,11.0,A
1593,L3,4,B,1200,A,a4,r3,g5,t22,0,39,0,46.0,11,0,0,0.0,0,0,0,5,0,2,0.0,22.5,0.0,0.0,0.0,False,True,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,121,0.0,A
1594,L2,4,B,1200,A,a4,r3,g5,t22,0,39,0,46.0,11,0,0,0.0,0,0,0,5,0,2,0.0,22.5,0.0,0.0,0.0,False,True,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,121,0.0,A
1595,L1,4,B,1200,A,a4,r3,g5,t22,0,39,-2,46.0,11,0,0,0.0,-1,-5,-5,1,0,2,0.0,22.5,0.0,0.0,0.0,False,True,False,False,False,tc,63,0.25,-0.5,-3.5,-3.75,-3.0,-0.53,8,24.42,47.2,23.25,46.03,0.0,121,32.0,A
1596,L1,3,B,1200,A,a2,r7,g2,t9,0,9,6,133.0,12,0,10,23.5,2,1,1,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,63,-3.25,-3.25,-4.5,-1.25,-1.25,0.37,4,22.7,45.32,22.43,45.05,0.0,123,63.0,E
1597,L3,3,B,1200,A,a2,r7,g2,t9,0,9,0,133.0,12,0,10,23.5,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,123,0.0,E
1598,L2,3,B,1200,A,a2,r7,g2,t9,0,9,0,133.0,12,0,10,23.5,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,123,0.0,E
1599,L2,5,B,1200,A,g2,r18,g3,t11,0,10,1,4.7,6,0,0,0.0,0,2,2,3,0,0,0.0,0.0,21.9,0.0,0.0,False,False,True,False,False,tc,71,-4.0,-3.0,-0.5,3.5,2.5,-0.24,6,22.86,45.15,22.56,44.85,0.0,123,7.5,C
1600,L1,5,B,1200,A,g2,r18,g3,t11,0,10,-1,4.7,6,0,0,0.0,-1,0,0,5,0,0,0.0,0.0,21.9,0.0,0.0,False,False,True,False,False,tc,56,-2.5,-2.0,-5.0,-2.5,-3.0,-0.61,9,23.47,46.06,23.17,45.76,7.3,123,12.0,C
1601,L3,5,B,1200,A,g2,r18,g3,t11,0,10,1,4.7,6,0,0,0.0,0,3,3,5,0,0,0.0,0.0,21.9,0.0,0.0,False,False,True,False,False,tc,105,-3.5,-1.75,-0.75,2.75,1.0,-0.96,5,23.65,46.04,23.38,45.77,48.3,123,53.0,C
1602,L2,7,B,1200,A,a4,r11,g3,t13,0,1,-12,41.0,1,0,0,0.0,0,8,8,11,0,0,0.0,0.0,23.3,0.0,0.0,False,False,True,False,False,dd,102,-5.75,-8.0,-6.5,-0.75,1.5,-0.92,1,23.54,45.83,22.85,45.14,0.0,120,16.0,B
1603,L3,7,B,1200,A,a4,r11,g3,t13,0,1,-13,41.0,1,0,0,0.0,0,1,7,11,0,0,0.0,0.0,23.3,0.0,0.0,False,False,True,False,False,ss,126,-9.25,-8.75,-2.5,6.75,6.25,0.75,1,22.59,45.72,21.99,45.12,0.0,120,44.0,B
1604,L1,7,B,1200,A,a4,r11,g3,t13,0,1,-10,41.0,1,0,0,0.0,4,0,4,11,0,0,0.0,0.0,23.3,0.0,0.0,False,False,True,False,False,ss,84,-6.75,-5.5,-4.5,2.25,1.0,-0.35,5,23.63,46.58,23.0,45.95,0.0,120,19.0,B
1605,L1,5,B,1200,A,g1,r15,g1,t3,0,-8,-6,30.0,10,0,0,0.0,-1,0,0,9,0,2,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,dd,60,-3.5,-5.0,-6.0,-2.5,-1.0,-0.14,7,22.89,46.06,23.13,46.3,0.0,121,20.0,A
1606,L3,5,B,1200,A,g1,r15,g1,t3,0,-8,-6,30.0,10,0,0,0.0,-1,1,1,5,0,2,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,tc,91,-2.25,-3.25,-10.5,-8.25,-7.25,-1.11,7,23.97,46.86,23.82,46.71,0.0,121,8.7,A
1607,L2,5,B,1200,A,g1,r15,g1,t3,0,-8,-5,30.0,10,0,0,0.0,-3,-2,-2,9,0,2,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,tc,77,-4.0,-9.0,-10.25,-6.25,-1.25,-1.43,10,23.83,46.35,23.8,46.32,0.0,121,10.0,A
1608,L3,5,B,1200,A,a3,r5,g3,t10,0,1,1,13.0,14,1,0,0.0,-1,-1,-1,9,0,4,0.0,23.1,0.0,0.0,0.0,False,True,False,False,False,ss,154,-7.25,-4.75,-13.5,-6.25,-8.75,-1.55,12,24.89,48.8,25.49,49.4,166.0,120,179.0,D
1609,L1,5,B,1200,A,a3,r5,g3,t10,0,1,3,13.0,14,1,0,0.0,3,5,5,7,0,4,0.0,23.1,0.0,0.0,0.0,False,True,False,False,False,tc,56,-4.75,-3.0,0.06,4.81,3.06,-0.23,1,22.61,44.87,22.58,44.84,11.0,120,24.0,D
1610,L2,5,B,1200,A,a3,r5,g3,t10,0,1,3,13.0,14,1,0,0.0,0,3,3,7,0,4,0.0,23.1,0.0,0.0,0.0,False,True,False,False,False,tc,67,-4.5,-6.5,-1.75,2.75,4.75,-0.09,2,22.4,44.86,22.64,45.1,15.0,120,28.0,D
1611,L1,5,B,1200,A,g2,r16,g4,t15,0,-20,-1,9.0,8,0,0,0.0,-1,0,1,5,0,0,0.0,0.0,21.9,0.0,0.0,False,False,True,False,False,ss,56,-2.75,-2.5,-3.5,-0.75,-1.0,-0.11,6,22.58,45.68,23.18,46.28,0.0,116,6.3,A
1612,L3,5,B,1200,A,g2,r16,g4,t15,0,-20,0,9.0,8,0,0,0.0,-1,1,-5,3,0,0,0.0,0.0,21.9,0.0,0.0,False,False,True,False,False,ss,140,-1.75,-2.25,-4.75,-3.0,-2.5,-0.36,12,24.28,47.51,23.59,46.82,0.0,116,4.1,A
1613,L2,5,B,1200,A,g2,r16,g4,t15,0,-20,-1,9.0,8,0,0,0.0,-3,-1,7,7,0,0,0.0,0.0,21.9,0.0,0.0,False,False,True,False,False,ss,98,-3.5,-4.25,-0.06,3.44,4.19,-0.06,1,23.13,46.26,23.16,46.29,10.0,116,19.0,A
1614,L2,4,B,1200,A,g1,r14,g1,t1,0,-3,-7,5.1,9,0,0,0.0,-1,-6,-6,3,0,5,0.0,22.9,0.0,0.0,0.0,False,True,False,False,False,tc,71,-0.06,-0.5,-7.5,-7.44,-7.0,-1.47,12,23.42,45.7,23.54,45.82,53.9,115,59.0,B
1615,L1,4,B,1200,A,g1,r14,g1,t1,0,-3,-5,5.1,9,0,0,0.0,-3,7,7,9,0,5,0.0,22.9,0.0,0.0,0.0,False,True,False,False,False,tc,56,-4.75,-5.25,-5.0,-0.25,0.25,0.08,4,22.43,45.18,22.52,45.27,70.9,115,76.0,C
1616,L3,4,B,1200,A,g1,r14,g1,t1,0,-3,-8,5.1,9,0,0,0.0,-4,-2,-2,3,0,5,0.0,22.9,0.0,0.0,0.0,False,True,False,False,False,tz,84,-0.75,-1.75,-10.75,-10.0,-9.0,-2.76,10,23.02,43.49,22.99,43.46,90.9,115,96.0,B
